title,price,original_price,discount_percent,currency,availability,url,retailer,category,scraped_at
BOSCH SMS6IKW01I Home Connect Free Standing 14 Place Settings Dishwasher,45000.0,39990.0,0.0,INR,In Stock,https://www.flipkart.com/bosch-sms6ikw01i-home-connect-free-standing-14-place-settings-dishwasher/p/itm44fa838963fda?pid=DSWHFN9M9AFVEFDJ&lid=LSTDSWHFN9M9AFVEFDJ7JLFVT&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_11&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWHFN9M9AFVEFDJ.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.196017+00:00
FABER FFSD 6PR 12S Neo Black Free Standing 12 Place Settings Dishwasher,28712.0,29990.0,4.3,INR,In Stock,https://www.flipkart.com/faber-ffsd-6pr-12s-neo-black-free-standing-12-place-settings-dishwasher/p/itmd63e6bfe26d52?pid=DSWFZTJUSQWNBEG2&lid=LSTDSWFZTJUSQWNBEG2TG3XXQ&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_12&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWFZTJUSQWNBEG2.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.229721+00:00
FABER FFSD 6PR 8S ACE BLACK Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,25681.0,42990.0,40.3,INR,In Stock,https://www.flipkart.com/faber-ffsd-6pr-8s-ace-black-free-standing-8-place-settings-intensive-kadhai-cleaning-no-pre-rinse-required-dishwasher/p/itmaa2a232767cfa?pid=DSWFZZZFHHQHDXXB&lid=LSTDSWFZZZFHHQHDXXBT0LSHV&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_13&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWFZZZFHHQHDXXB.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.264764+00:00
FABER FFSD 6PR 12S Neo Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,34572.0,77990.0,55.7,INR,In Stock,https://www.flipkart.com/faber-ffsd-6pr-12s-neo-free-standing-12-place-settings-intensive-kadhai-cleaning-no-pre-rinse-required-dishwasher/p/itm6fe98772cf904?pid=DSWFTP7TSKDZTWZW&lid=LSTDSWFTP7TSKDZTWZWZQBYTZ&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_14&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWFTP7TSKDZTWZW.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.295710+00:00
Godrej DWT EON MGNS 8C NF SKBK Free Standing 8 Place Settings Compact With Inbuilt Heater Dishwasher,30700.0,58990.0,48.0,INR,In Stock,https://www.flipkart.com/godrej-dwt-eon-mgns-8c-nf-skbk-free-standing-8-place-settings-compact-inbuilt-heater-dishwasher/p/itmc4ffd003676cf?pid=DSWG8ZAQTPSJGCCM&lid=LSTDSWG8ZAQTPSJGCCM2A0IBQ&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&spotlightTagId=default_TrendingId_j9e%2Fm38%2F58n&srno=s_1_15&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWG8ZAQTPSJGCCM.SEARCH&ppt=sp&ppn=sp&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.328730+00:00
BOSCH SMS6HMI00I Free Standing 15 Place Settings Dishwasher,58790.0,65190.0,9.8,INR,In Stock,https://www.flipkart.com/bosch-sms6hmi00i-free-standing-15-place-settings-dishwasher/p/itm357475deaea0a?pid=DSWH6T34RMTUZSXH&lid=LSTDSWH6T34RMTUZSXHVNER88&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_16&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWH6T34RMTUZSXH.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.362058+00:00
LIVPURE LIV-FS-SPARKLEWASH-12PS-6PR Free Standing 12 Place Settings Dishwasher,47990.0,50990.0,5.9,INR,In Stock,https://www.flipkart.com/livpure-liv-fs-sparklewash-12ps-6pr-free-standing-12-place-settings-dishwasher/p/itmecaa7108376b9?pid=DSWHE2DH7SE83JC5&lid=LSTDSWHE2DH7SE83JC50M3MWC&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_17&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWHE2DH7SE83JC5.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.396897+00:00
Hafele Aqua 14XL Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,19887.0,62990.0,68.4,INR,In Stock,https://www.flipkart.com/hafele-aqua-14xl-free-standing-8-place-settings-intensive-kadhai-cleaning-no-pre-rinse-required-dishwasher/p/itme1ff5c5ea5e0b?pid=DSWFWXQC3YGR7YUH&lid=LSTDSWFWXQC3YGR7YUHOHVLD8&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_18&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWFWXQC3YGR7YUH.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.429217+00:00
BOSCH SMS6IKI01I Free Standing 14 Place Settings Dishwasher,46490.0,64990.0,28.5,INR,In Stock,https://www.flipkart.com/bosch-sms6iki01i-free-standing-14-place-settings-dishwasher/p/itme08e35c01d742?pid=DSWHF7RBWCTEGEBD&lid=LSTDSWHF7RBWCTEGEBDG9NUWS&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_19&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWHF7RBWCTEGEBD.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.462934+00:00
Hafele Aqua 12S Free Standing 12 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,15990.0,58990.0,72.9,INR,In Stock,https://www.flipkart.com/hafele-aqua-12s-free-standing-12-place-settings-intensive-kadhai-cleaning-no-pre-rinse-required-dishwasher/p/itm55f6a49e9ffad?pid=DSWFUJD7GZVPDAQG&lid=LSTDSWFUJD7GZVPDAQGUNNGVN&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&spotlightTagId=default_TrendingId_j9e%2Fm38%2F58n&srno=s_1_20&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWFUJD7GZVPDAQG.SEARCH&ppt=sp&ppn=sp&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.495942+00:00
"IFB Neptune VX16 Free Standing 16 Place Settings with ION Technology, Auto Door Open, 70 Degree Hot Water Wash, Hygienic Steam Drying, Inox Grey Dishwasher",51399.0,54990.0,6.5,INR,In Stock,https://www.flipkart.com/ifb-neptune-vx16-free-standing-16-place-settings-ion-technology-auto-door-open-70-degree-hot-water-wash-hygienic-steam-drying-inox-grey-dishwasher/p/itm9e88be3d62ad9?pid=DSWHFJ4BCXWWNZBY&lid=LSTDSWHFJ4BCXWWNZBY1PV3ZT&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_21&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWHFJ4BCXWWNZBY.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.529362+00:00
LG DFB424FP Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,52990.0,31990.0,0.0,INR,In Stock,https://www.flipkart.com/lg-dfb424fp-free-standing-14-place-settings-intensive-kadhai-cleaning-no-pre-rinse-required-dishwasher/p/itmffag4ttb5fkm3?pid=DSWFFAG4YRKVBK83&lid=LSTDSWFFAG4YRKVBK83PVHYK1&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_22&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWFFAG4YRKVBK83.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.562612+00:00
Voltas Beko DF15A Free Standing 15 Place Settings Dishwasher,51990.0,77490.0,32.9,INR,In Stock,https://www.flipkart.com/voltas-beko-df15a-free-standing-15-place-settings-dishwasher/p/itmcafcb225f389f?pid=DSWHHU3CYHFZTTBV&lid=LSTDSWHHU3CYHFZTTBVC1W82U&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_23&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWHHU3CYHFZTTBV.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.595987+00:00
Voltas Beko DF14S2 Free Standing 14 Place Settings Dishwasher,51990.0,47990.0,0.0,INR,In Stock,https://www.flipkart.com/voltas-beko-df14s2-free-standing-14-place-settings-dishwasher/p/itma0f1480110c89?pid=DSWHHU3CFC9FD2VK&lid=LSTDSWHHU3CFC9FD2VKEDCMKQ&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_24&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWHHU3CFC9FD2VK.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.628972+00:00
BOSCH SMS66GB01I Free Standing 13 Place Settings Dishwasher,47800.0,71990.0,33.6,INR,In Stock,https://www.flipkart.com/bosch-sms66gb01i-free-standing-13-place-settings-dishwasher/p/itm46ce23767870f?pid=DSWHJ7RMRZDVGHRF&lid=LSTDSWHJ7RMRZDVGHRF43EO5B&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_25&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWHJ7RMRZDVGHRF.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.661168+00:00
IFB NEPTUNE VX2 PLUS Free Standing 16 Place Settings Dishwasher,39999.0,81190.0,50.7,INR,In Stock,https://www.flipkart.com/ifb-neptune-vx2-plus-free-standing-16-place-settings-dishwasher/p/itm6c499b9cab253?pid=DSWGRU9YCTG8WAJU&lid=LSTDSWGRU9YCTG8WAJUE3W0GD&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_26&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWGRU9YCTG8WAJU.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.695030+00:00
FABER FFSD 6PR 8S ACE INOX Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,27092.0,58190.0,53.4,INR,In Stock,https://www.flipkart.com/faber-ffsd-6pr-8s-ace-inox-free-standing-8-place-settings-intensive-kadhai-cleaning-no-pre-rinse-required-dishwasher/p/itm767a0ec52a87e?pid=DSWFZZZFGPA8ESXW&lid=LSTDSWFZZZFGPA8ESXWYKHDOS&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_27&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWFZZZFGPA8ESXW.SEARCH&ppt=sp&ppn=sp&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.729187+00:00
Midea MDWTT0802D(B) Free Standing 8 Place Settings Dishwasher,29490.0,89990.0,67.2,INR,In Stock,https://www.flipkart.com/midea-mdwtt0802d-b-free-standing-8-place-settings-dishwasher/p/itm895fe56c01f19?pid=DSWGYXR7MGB3YDVG&lid=LSTDSWGYXR7MGB3YDVGOTG7J5&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_28&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWGYXR7MGB3YDVG.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.766048+00:00
Crompton FS-DWVOA14PS-DS Free Standing 14 Place Settings Dishwasher,53490.0,62190.0,14.0,INR,In Stock,https://www.flipkart.com/crompton-fs-dwvoa14ps-ds-free-standing-14-place-settings-dishwasher/p/itm8757d54525c07?pid=DSWH562DGXUSYGHH&lid=LSTDSWH562DGXUSYGHHGCULKZ&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_29&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWH562DGXUSYGHH.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.797684+00:00
BOSCH SMP6HMI00I Free Standing 15 Place Settings Dishwasher,77485.0,59990.0,0.0,INR,In Stock,https://www.flipkart.com/bosch-smp6hmi00i-free-standing-15-place-settings-dishwasher/p/itmad56e839fac87?pid=DSWHHS9PHQTNQBS5&lid=LSTDSWHHS9PHQTNQBS5J92HWD&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_30&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWHHS9PHQTNQBS5.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.819167+00:00
IFB Neptune VX1 Plus Free Standing 15 Place Settings Dishwasher,40990.0,79990.0,48.8,INR,In Stock,https://www.flipkart.com/ifb-neptune-vx1-plus-free-standing-15-place-settings-dishwasher/p/itm20b7e8001336e?pid=DSWGGPFNYNYVHDF9&lid=LSTDSWGGPFNYNYVHDF9D08C3W&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_31&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWGGPFNYNYVHDF9.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.845813+00:00
BOSCH SMS6HMI01I Free Standing 15 Place Settings Dishwasher,58490.0,80900.0,27.7,INR,In Stock,https://www.flipkart.com/bosch-sms6hmi01i-free-standing-15-place-settings-dishwasher/p/itmfd8cc63c96534?pid=DSWHGGNXSZGDAE3N&lid=LSTDSWHGGNXSZGDAE3NK6ESLD&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_32&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWHGGNXSZGDAE3N.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.879031+00:00
BOSCH SMS6HMC00I Free Standing 15 Place Settings Dishwasher,62290.0,61990.0,0.0,INR,In Stock,https://www.flipkart.com/bosch-sms6hmc00i-free-standing-15-place-settings-dishwasher/p/itmf2deeade0b9d5?pid=DSWH6U4NN7GP9K36&lid=LSTDSWH6U4NN7GP9K36ZWPU6N&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_33&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWH6U4NN7GP9K36.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.913204+00:00
Siemens SN256W01GI Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,41186.0,0.0,0.0,INR,In Stock,https://www.flipkart.com/siemens-sn256w01gi-free-standing-14-place-settings-intensive-kadhai-cleaning-no-pre-rinse-required-dishwasher/p/itma89bee3863ba8?pid=DSWG5UFWZAK9Q2JZ&lid=LSTDSWG5UFWZAK9Q2JZQOLIVM&marketplace=FLIPKART&q=dishwasher&store=j9e%2Fm38%2F58n&srno=s_1_34&otracker=search&fm=organic&iid=e1a49cb4-fa09-4029-ad53-8e6c629899a6.DSWG5UFWZAK9Q2JZ.SEARCH&ppt=None&ppn=None&ssid=ubyo7trfuo0000001776879172220&qH=a1515828e3ab5803&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T17:32:58.937370+00:00
