title,price,original_price,discount_percent,currency,availability,url,retailer,category,scraped_at
"IFB Neptune VX14 Free Standing 14 Place Settings with 70 Degree Hot Water Wash, 360 Degree Spray Arm, Hygienic Steam Drying Dishwasher",41090.0,62190.0,33.9,INR,In Stock,https://www.flipkart.com/ifb-neptune-vx14-free-standing-14-place-settings-70-degree-hot-water-wash-360-spray-arm-hygienic-steam-drying-dishwasher/p/itm9e88be3d62ad9?pid=DSWHFJ4BVHWRG94F&lid=LSTDSWHFJ4BVHWRG94F6ENBLM&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_1_31&otracker=search&fm=organic&iid=e0a8c1d0-b2f6-47b9-9b51-e6a5b84d9f27.DSWHFJ4BVHWRG94F.SEARCH&ppt=None&ppn=None&ssid=jek8yjrni80000001776882291456&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:24:58.250063+00:00
Midea MDWTT0802D(B) Free Standing 8 Place Settings Dishwasher,29490.0,81190.0,63.7,INR,In Stock,https://www.flipkart.com/midea-mdwtt0802d-b-free-standing-8-place-settings-dishwasher/p/itm895fe56c01f19?pid=DSWGYXR7MGB3YDVG&lid=LSTDSWGYXR7MGB3YDVGOTG7J5&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_1_32&otracker=search&fm=organic&iid=e0a8c1d0-b2f6-47b9-9b51-e6a5b84d9f27.DSWGYXR7MGB3YDVG.SEARCH&ppt=None&ppn=None&ssid=jek8yjrni80000001776882291456&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:24:58.281109+00:00
IFB Neptune VX1 Plus Free Standing 15 Place Settings Dishwasher,40990.0,79990.0,48.8,INR,In Stock,https://www.flipkart.com/ifb-neptune-vx1-plus-free-standing-15-place-settings-dishwasher/p/itm20b7e8001336e?pid=DSWGGPFNYNYVHDF9&lid=LSTDSWGGPFNYNYVHDF9D08C3W&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_1_33&otracker=search&fm=organic&iid=e0a8c1d0-b2f6-47b9-9b51-e6a5b84d9f27.DSWGGPFNYNYVHDF9.SEARCH&ppt=None&ppn=None&ssid=jek8yjrni80000001776882291456&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:24:58.311385+00:00
Crompton FS-DWVOA14PS-DS Free Standing 14 Place Settings Dishwasher,53490.0,0.0,0.0,INR,In Stock,https://www.flipkart.com/crompton-fs-dwvoa14ps-ds-free-standing-14-place-settings-dishwasher/p/itm8757d54525c07?pid=DSWH562DGXUSYGHH&lid=LSTDSWH562DGXUSYGHHGCULKZ&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_1_34&otracker=search&fm=organic&iid=e0a8c1d0-b2f6-47b9-9b51-e6a5b84d9f27.DSWH562DGXUSYGHH.SEARCH&ppt=None&ppn=None&ssid=jek8yjrni80000001776882291456&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:24:58.334893+00:00
BOSCH SMS6HMI01I Free Standing 15 Place Settings Dishwasher,58490.0,0.0,0.0,INR,In Stock,https://www.flipkart.com/bosch-sms6hmi01i-free-standing-15-place-settings-dishwasher/p/itmfd8cc63c96534?pid=DSWHGGNXSZGDAE3N&lid=LSTDSWHGGNXSZGDAE3NK6ESLD&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_1_35&otracker=search&fm=organic&iid=e0a8c1d0-b2f6-47b9-9b51-e6a5b84d9f27.DSWHGGNXSZGDAE3N.SEARCH&ppt=None&ppn=None&ssid=jek8yjrni80000001776882291456&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:24:58.361201+00:00
Siemens SN256W01GI Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,41186.0,0.0,0.0,INR,In Stock,https://www.flipkart.com/siemens-sn256w01gi-free-standing-14-place-settings-intensive-kadhai-cleaning-no-pre-rinse-required-dishwasher/p/itma89bee3863ba8?pid=DSWG5UFWZAK9Q2JZ&lid=LSTDSWG5UFWZAK9Q2JZQOLIVM&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_1_36&otracker=search&fm=organic&iid=e0a8c1d0-b2f6-47b9-9b51-e6a5b84d9f27.DSWG5UFWZAK9Q2JZ.SEARCH&ppt=sp&ppn=sp&ssid=jek8yjrni80000001776882291456&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:24:58.383795+00:00
Electrolux ESM48310SX Free Standing 14 Place Settings Dishwasher,58990.0,0.0,0.0,INR,In Stock,https://www.flipkart.com/electrolux-esm48310sx-free-standing-14-place-settings-dishwasher/p/itm50da9cd0c1d19?pid=DSWGTESCZPHR2BQR&lid=LSTDSWGTESCZPHR2BQRBZWYUU&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_1_37&otracker=search&fm=organic&iid=e0a8c1d0-b2f6-47b9-9b51-e6a5b84d9f27.DSWGTESCZPHR2BQR.SEARCH&ppt=None&ppn=None&ssid=jek8yjrni80000001776882291456&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:24:58.410997+00:00
Siemens SN256I01GI Free Standing 14 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,42228.0,0.0,0.0,INR,In Stock,https://www.flipkart.com/siemens-sn256i01gi-free-standing-14-place-settings-intensive-kadhai-cleaning-no-pre-rinse-required-dishwasher/p/itm6ae36c5412c7b?pid=DSWG5UFW2GUUGMRZ&lid=LSTDSWG5UFW2GUUGMRZ4IAWWG&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_1_38&otracker=search&fm=organic&iid=e0a8c1d0-b2f6-47b9-9b51-e6a5b84d9f27.DSWG5UFW2GUUGMRZ.SEARCH&ppt=None&ppn=None&ssid=jek8yjrni80000001776882291456&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:24:58.431928+00:00
BOSCH SMS6HMC00I Free Standing 15 Place Settings Dishwasher,62290.0,0.0,0.0,INR,In Stock,https://www.flipkart.com/bosch-sms6hmc00i-free-standing-15-place-settings-dishwasher/p/itmf2deeade0b9d5?pid=DSWH6U4NN7GP9K36&lid=LSTDSWH6U4NN7GP9K36ZWPU6N&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_1_39&otracker=search&fm=organic&iid=e0a8c1d0-b2f6-47b9-9b51-e6a5b84d9f27.DSWH6U4NN7GP9K36.SEARCH&ppt=None&ppn=None&ssid=jek8yjrni80000001776882291456&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:24:58.450355+00:00
"Electrolux UltimateCare 300, ESA47220SW Free Standing 13 Place Settings Dishwasher",44990.0,0.0,0.0,INR,In Stock,https://www.flipkart.com/electrolux-ultimatecare-300-esa47220sw-free-standing-13-place-settings-dishwasher/p/itm1796094784506?pid=DSWGTESCJBUEWWP5&lid=LSTDSWGTESCJBUEWWP5C3KXM5&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_1_40&otracker=search&fm=organic&iid=e0a8c1d0-b2f6-47b9-9b51-e6a5b84d9f27.DSWGTESCJBUEWWP5.SEARCH&ppt=None&ppn=None&ssid=jek8yjrni80000001776882291456&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:24:58.478378+00:00
BOSCH SMS6ITI01I Free Standing 13 Place Settings Dishwasher,48990.0,61990.0,21.0,INR,In Stock,https://www.flipkart.com/bosch-sms6iti01i-free-standing-13-place-settings-dishwasher/p/itm357475deaea0a?pid=DSWG3Z2DQK5H5VH7&lid=LSTDSWG3Z2DQK5H5VH74DDIDK&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_2_41&otracker=search&fm=organic&iid=c08de7ca-869a-478f-8aec-f9de960fc3e6.DSWG3Z2DQK5H5VH7.SEARCH&ppt=sp&ppn=sp&ssid=rbc548hbds0000001776882301593&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:25:07.695986+00:00
Electrolux ESZ69300SX Free Standing 15 Place Settings Dishwasher,70490.0,80900.0,12.9,INR,In Stock,https://www.flipkart.com/electrolux-esz69300sx-free-standing-15-place-settings-dishwasher/p/itm50da9cd0c1d19?pid=DSWGTESCQJVJFCDR&lid=LSTDSWGTESCQJVJFCDREM8MHP&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_2_42&otracker=search&fm=organic&iid=c08de7ca-869a-478f-8aec-f9de960fc3e6.DSWGTESCQJVJFCDR.SEARCH&ppt=sp&ppn=sp&ssid=rbc548hbds0000001776882301593&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:25:07.716839+00:00
LG DFB512FP Free Standing 14 Place Settings Dishwasher,51490.0,59990.0,14.2,INR,In Stock,https://www.flipkart.com/lg-dfb512fp-free-standing-14-place-settings-dishwasher/p/itm587a031422613?pid=DSWH5NZZRMDKW8XZ&lid=LSTDSWH5NZZRMDKW8XZJK759C&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_2_43&otracker=search&fm=organic&iid=c08de7ca-869a-478f-8aec-f9de960fc3e6.DSWH5NZZRMDKW8XZ.SEARCH&ppt=sp&ppn=sp&ssid=rbc548hbds0000001776882301593&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:25:07.740304+00:00
Siemens SN25II00TI Free Standing 14 Place Settings Dishwasher,45032.0,65690.0,31.4,INR,In Stock,https://www.flipkart.com/siemens-sn25ii00ti-free-standing-14-place-settings-dishwasher/p/itm67bd33017f506?pid=DSWG6YRQVRXY2UQF&lid=LSTDSWG6YRQVRXY2UQFPNPRLJ&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_2_44&otracker=search&fm=organic&iid=c08de7ca-869a-478f-8aec-f9de960fc3e6.DSWG6YRQVRXY2UQF.SEARCH&ppt=sp&ppn=sp&ssid=rbc548hbds0000001776882301593&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:25:07.768169+00:00
BOSCH SMS6ITW00I Free Standing 14 Place Settings Dishwasher,44821.0,57490.0,22.0,INR,In Stock,https://www.flipkart.com/bosch-sms6itw00i-free-standing-14-place-settings-dishwasher/p/itm86c7887ff338d?pid=DSWG4F9F4QGYYVH8&lid=LSTDSWG4F9F4QGYYVH8WDJG1Y&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_2_45&otracker=search&fm=organic&iid=c08de7ca-869a-478f-8aec-f9de960fc3e6.DSWG4F9F4QGYYVH8.SEARCH&ppt=sp&ppn=sp&ssid=rbc548hbds0000001776882301593&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:25:07.796325+00:00
MODA Germany OSCAR-SI 60 Semi Integrated Built-in 14 Place Settings Dishwasher,50437.0,62990.0,19.9,INR,In Stock,https://www.flipkart.com/moda-germany-oscar-si-60-semi-integrated-built-in-14-place-settings-dishwasher/p/itm6dd3a83e13a7d?pid=DSWHD74TUN3BZJSD&lid=LSTDSWHD74TUN3BZJSDNY0BLG&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_2_46&otracker=search&fm=organic&iid=c08de7ca-869a-478f-8aec-f9de960fc3e6.DSWHD74TUN3BZJSD.SEARCH&ppt=sp&ppn=sp&ssid=rbc548hbds0000001776882301593&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:25:07.822386+00:00
Lloyd LDWF14PSB1IC Free Standing 8 Place Settings Intensive Kadhai Cleaning| No Pre-rinse Required Dishwasher,49258.0,49999.0,1.5,INR,In Stock,https://www.flipkart.com/lloyd-ldwf14psb1ic-free-standing-8-place-settings-intensive-kadhai-cleaning-no-pre-rinse-required-dishwasher/p/itm3b0b529fddf51?pid=DSWG2J6JH2QQXPYY&lid=LSTDSWG2J6JH2QQXPYYJOX4H3&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_2_47&otracker=search&fm=organic&iid=c08de7ca-869a-478f-8aec-f9de960fc3e6.DSWG2J6JH2QQXPYY.SEARCH&ppt=sp&ppn=sp&ssid=rbc548hbds0000001776882301593&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:25:07.848848+00:00
MODA Germany FINN-FI 60 Fully Integrated Built-in 14 Place Settings Dishwasher,56756.0,70990.0,20.1,INR,In Stock,https://www.flipkart.com/moda-germany-finn-fi-60-fully-integrated-built-in-14-place-settings-dishwasher/p/itmf1d625be3e47f?pid=DSWHD72BF2KHRFUZ&lid=LSTDSWHD72BF2KHRFUZT8UOYL&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_2_48&otracker=search&fm=organic&iid=c08de7ca-869a-478f-8aec-f9de960fc3e6.DSWHD72BF2KHRFUZ.SEARCH&ppt=sp&ppn=sp&ssid=rbc548hbds0000001776882301593&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:25:07.877061+00:00
LG DFB435FM Free Standing 15 Place Settings Dishwasher,66647.0,85999.0,22.5,INR,In Stock,https://www.flipkart.com/lg-dfb435fm-free-standing-15-place-settings-dishwasher/p/itmd7431392eb23c?pid=DSWHJK7DM8ZUMNFN&lid=LSTDSWHJK7DM8ZUMNFNY3BBXL&marketplace=FLIPKART&q=dishwasher+machine&store=j9e%2Fm38%2F58n&srno=s_2_49&otracker=search&fm=organic&iid=c08de7ca-869a-478f-8aec-f9de960fc3e6.DSWHJK7DM8ZUMNFN.SEARCH&ppt=sp&ppn=sp&ssid=rbc548hbds0000001776882301593&qH=ccd08ba28991a7bf&ov_redirect=true&ov_redirect=true,flipkart.com,dishwasher,2026-04-22T18:25:07.904980+00:00
